Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Insulin Secretion (GO:0030073)	1/19	0.9990530374285892	0.9999966098781564	0	0	0.12541209288845415	1.1881682439360947E-4	SELENOT
Negative Regulation of Type I Interferon-Mediated Signaling Pathway (GO:0060339)	1/19	0.9990530374285892	0.9999966098781564	0	0	0.12541209288845415	1.1881682439360947E-4	SMIM30
Mitochondrial Calcium Ion Homeostasis (GO:0051560)	1/19	0.9990530374285892	0.9999966098781564	0	0	0.12541209288845415	1.1881682439360947E-4	C19ORF12
Reticulophagy (GO:0061709)	1/19	0.9990530374285892	0.9999966098781564	0	0	0.12541209288845415	1.1881682439360947E-4	ATG9B
Positive Regulation of Cell Cycle Phase Transition (GO:1901989)	1/19	0.9990530374285892	0.9999966098781564	0	0	0.12541209288845415	1.1881682439360947E-4	NANOGP8
Signaling Receptor Ligand Precursor Processing (GO:0140448)	1/19	0.9990530374285892	0.9999966098781564	0	0	0.12541209288845415	1.1881682439360947E-4	EEF1AKMT4-ECE2
Skeletal Muscle Contraction (GO:0003009)	1/19	0.9990530374285892	0.9999966098781564	0	0	0.12541209288845415	1.1881682439360947E-4	PVALEF
B Cell Mediated Immunity (GO:0019724)	1/20	0.9993430208624701	0.9999966098781564	0	0	0.11880287611758447	7.807666126581663E-5	IGL
Positive Regulation of Monocyte Chemotaxis (GO:0090026)	1/20	0.9993430208624701	0.9999966098781564	0	0	0.11880287611758447	7.807666126581663E-5	DEFB131A
T Cell Mediated Immunity (GO:0002456)	1/20	0.9993430208624701	0.9999966098781564	0	0	0.11880287611758447	7.807666126581663E-5	SCART1
Glycogen Metabolic Process (GO:0005977)	1/20	0.9993430208624701	0.9999966098781564	0	0	0.11880287611758447	7.807666126581663E-5	STBD1
Negative Regulation of Phosphate Metabolic Process (GO:0045936)	1/20	0.9993430208624701	0.9999966098781564	0	0	0.11880287611758447	7.807666126581663E-5	CDPF1
High-Density Lipoprotein Particle Remodeling (GO:0034375)	1/20	0.9993430208624701	0.9999966098781564	0	0	0.11880287611758447	7.807666126581663E-5	PNLIPRP2
Neuromuscular Process (GO:0050905)	1/20	0.9993430208624701	0.9999966098781564	0	0	0.11880287611758447	7.807666126581663E-5	DCANP1
Microautophagy (GO:0016237)	1/20	0.9993430208624701	0.9999966098781564	0	0	0.11880287611758447	7.807666126581663E-5	ATG9B
Regulation of Cell Cycle G2/M Phase Transition (GO:1902749)	1/20	0.9993430208624701	0.9999966098781564	0	0	0.11880287611758447	7.807666126581663E-5	CDPF1
Antigen Processing and Presentation of Peptide Antigen via MHC Class II (GO:0002495)	2/27	0.9993463046996738	0.9999966098781564	0	0	0.1805315506277515	1.1805121517339837E-4	HLA-DRB4;HLA-DRB3
DNA Repair-Dependent Chromatin Remodeling (GO:0140861)	1/21	0.9995439625959317	0.9999966098781564	0	0	0.11285458102380176	5.147764892635657E-5	HDGFL2
Response to Gamma Radiation (GO:0010332)	1/21	0.9995439625959317	0.9999966098781564	0	0	0.11285458102380176	5.147764892635657E-5	SERPINA2
