PMS2P1
CCNYL2
STAG3L2
STAG3L3
STAG3L1
TMCO6
HYMAI
NMDAR2C
OR52K2
MT-RNR1
BNIP5
CCDC169-SOHLH2
C22ORF46
MIR4738
ZNF815P
SNHG6
SNORD87
PYY2
ZNF37BP
SNORD7
MIR219B
DPY19L2P3
COX10-AS1
LINC00589
GNG12-AS1
PICSAR
DPY19L2P2
SNORA33
SNORD100
SNORD101
BRWD1-AS2
FAM138A
FAM138E
FAM138C
FAM138B
FAM138F
AFAP1-AS1
SNHG7
MIR378E
CD27-AS1
RAET1K
TSNAX-DISC1
DUX1
MBD3L2B
TMEM89
TRIQK
KRTAP5-3
ZNF705G
PCDH11Y
ZSWIM1
FBXL21P
ZNF843
SMIM10
TTLL13P
MIR377
MIR513B
LINC00426
MIR5688
MIR4787
PI4KAP1
MIR3938
NAPSB
MIR2681
SNORD126
LINC00235
EBLN3P
SNHG5
SNORD50B
SNORD50A
GAGE12B
LINC00319
MIR4687
TEKT4P2
SNORA50C
SNORD104
AGAP11
RPL13AP5
MIR3168
MIR4633
HEXA-AS1
CSPG4P1Y
LINC00570
MIR4682
ITPK1-AS1
LINC00303
SNORA24
MIR30C1
HSFY1
FAM231AP
DUX4L9
AIRN
LINC01578
SAA3P
PRAMEF7
PRAMEF22
C5ORF51
ANXA2P2
CBWD6
PRSS41
ARL2-SNX15
MIR4748
FAM138D
MIR4423
LINC00487
MIR487B
SNORA17B
SNORA17A
MIR4452
LINC02381
SNORD42A
SNORD4B
SNORD60
TIPARP-AS1
C3ORF80
LINC00652
DBIL5P
MIR4753
MIR4724
MIR1268B
SNORA9
SNHG15
MIR4754
CARMN
PPP2R2B-IT1
ARIH2OS
MIR550A2
MNX1-AS1
UBE2Q2P1
FKBP1AP1
MIR550A1
STK4-AS1
DHRS4-AS1
SNORD93
SNORA80B
MIR4482
MIR1303
MIR153-1
SNORA74A
SCARNA2
SNORA6
MIR548AC
MELTF-AS1
SNORA21
LINC00921
SNHG8
SNORA62
HCG11
EGFLAM-AS4
STAG3L4
UBE2NL
HSFX3
MIR1915
CHCHD2P9
TMEM268
OR8D1
EXOC3-AS1
MYCNOS
MRGPRX4
ADAM1A
CCDC191
SLC7A5P1
MRPL45P2
FAM86HP
MIR4742
C21ORF91-OT1
LINC00499
MIR4520-1
SNORA71D
UCKL1-AS1
CHKB-CPT1B
LNX1-AS2
WASH5P
WASH7P
HDHD5-AS1
KTN1-AS1
MSTO2P
RNASEH2B-AS1
SNORA7A
SNORA69
RRP7BP
LINC00324
FAM86FP
P2RX5-TAX1BP3
RRN3P3
STX18-AS1
DANCR
SNORA26
RNASEH1-AS1
LINC01011
MIR2110
GABPB1-IT1
MIR5087
COL18A1-AS1
MIR4441
MIR4797
SNHG9
SNORA78
BOLA3-AS1
MIR3913-1
SNORD88A
MIR1262
SPART-AS1
SNORD4A
SLX1B-SULT1A4
ZRANB2-AS2
MIR1321
ABCA17P
MIR3937
EIF1B-AS1
MIR4306
MIR181A2HG
CRYM-AS1
MIR26A2
MIR544B
SNORA84
FAM86DP
MIR4278
THAP7-AS1
SNORD110
FAM86EP
SNHG4
SNORD19B
SNHG10
MIR1243
CMAHP
FAM220BP
CYP2C23P
SELENOT
ATG9B
WASH3P
ZNF839
DDX12P
RNASEK-C17ORF49
SLC7A5P2
MIR3908
MIR3132
ST7-AS1
NUDT16P1
ENO1-AS1
MST1P2
MIR3684
INTS4P2
HNRNPA1P10
FALEC
MIR4490
MIR4494
MIR548U
SNORD68
FOXN3-AS2
MIR4462
MIR4497
MIR3136
MIR4421
MIR585
SNORD32A
MIR3912
PLEKHA8P1
SNORA14B
SNORA70
MIR4432
MIR3667
SUGT1P3
HCG18
HCG17
MIR29B1
OIP5-AS1
TRAF3IP2-AS1
FAM21EP
MIR4651
SNORD82
SCARNA16
SNHG20
MIR3163
SNORA51
MIR3153
MIR4463
MIR4314
MIR548Q
MIR5694
MIR5585
MIR5708
MIR4744
MIR3920
MIR4527
HOXC13-AS
MIR4458
MIR3651
MIR1234
MIR3194
ZFP91-CNTF
SNORD35A
SNORD34
SNORD33
MIR16-1
MIR4511
LRRC3-DT
ZNF767P
SCARNA13
SNORD86
MIR4325
HAGLR
MIR5093
LINC01184
C19ORF73
RNU6ATAC
SNORA3A
MIR3127
MIR4470
MIR761
MIR1183
MIR1976
MIR320E
PRAMEF27
MEIKIN
STBD1
LINC00473
TUBA4B
USP17L17
USP17L7
GUCY2GP
PNLIPRP2
U2AF1L5
C17ORF102
SYS1-DBNDD2
PCDHB18P
DDX11L8
SARS1
MIR4758
MIR764
MIR550A3
MIR5686
SNORA10
SNORA64
MIR4710
MIR5188
MIR4719
MIR1256
SNORA74B
RNF5P1
MIR1972-1
FKBP9P1
MIR4688
MIR466
SNORA3B
MIR4515
SNORD56
SNORD57
MIR4475
MIR4999
MIR3915
MIR5190
ZFAS1
SNORD12B
SNORD12C
MIR4263
MIR1292
MIR4448
CYTOR
MIR4727
SMG7-AS1
MIR4800
RUSC1-AS1
SNORD88C
MIR5007
MIR4282
MIR4764
MIRLET7F2
LINC01465
MIR5189
SNORD19
MIR1293
MIR4488
MIR3529
SNORD51
SNORA41
MIR4721
PCBP1-AS1
H3P6
PKD1P1
MIR3935
MIR4784
MIR3167
MIR4471
MIR4505
PNMA6D
PNMA6C
MIR4262
MIR3668
SNORD42B
MIR4659A
MIR4635
SNORD47
SNORD81
SNORD80
MIR4779
MIR759
MIR3190
MIR4277
MIR3162
MIR1224
MIR1181
CAHM
LINC01137
CBX3P2
MIR1273G
MIR24-2
MIR4801
MIR4496
FAM86C2P
SNORD84
MIR1910
MIR4279
MAPT-IT1
ST7-OT4
MIR4690
SNORD10
MIR374C
MIR4479
MIR548AN
SNORA67
MIR5587
MIR4755
SNORD12
SNORD79
MIR3936
WT1-AS
MIR4802
MIR5002
MIR1205
MIR1250
PCAT6
MIR1253
MIR3934
MIR4302
MIR196A2
MIR4503
MIR26A1
CIDECP1
MIR4456
MIR3065
SNORA48
MIR4426
MIR3191
MIR1307
MIR4519
TSC22D1-AS1
SNORD74
GAS5
SNORD76
SNORD75
MIR874
MIR4264
SNORD37
MIR1272
SNORD78
MIR4284
PLSCR3
FAM170B
OR4E2
HOTAIR
RNU11
UOX
NPY6R
USP17L22
USP17L12
USP17L13
USP17L19
USP17L21
USP17L20
USP17L15
USP17L23
USP17L3
USP17L8
GPAT3
RNR2
TRBC1
TRAV8-4
TRAV19
TRAC
TRBV12-3
TRBV7-9
TRAV29DV5
FAM227B
PLPPR2
BRICD5
MIR4737
MIR548Z
HOTAIRM1
MIR1538
MIR3680-1
MIR5000
MIR4769
MIR548Y
MIR548S
MIR4751
MIR3187
MIR3192
MIR4295
MIR4697
MIR4717
MIR4540
MIR4517
MIR4313
LPP-AS2
MIR4292
MIR5011
H1-10-AS1
MIR5008
MIR4778
SNORD44
SNORD77
MIR1244-3
MIR1244-2
MIR548AL
MIR1237
TNXA
MIR1539
MIR5704
MIR4704
MIR1193
MIR4762
MIR4712
MIR5088
MIR218-2
MIR5697
MIR3924
MIR3618
MIR1306
SNORD66
LINC00114
MIR129-2
MAFG-DT
MIR3690
MIR1908
MIR4792
MIR4425
MIR3193
MIR1207
MIR4740
MIR4749
MIR1825
MIR1266
MIR3200
MIR5095
MIR22HG
MIR4741
MIR4504
MIR1247
MIR4750
MIR4736
MIR4252
MIR3714
MIR1322
MIR4716
MIR5010
MIR3615
HOXA10-AS
MIR3142
MIR4763
MIR4422
MIR1286
MIR4659B
MIR5580
ACBD6
MIR1244-1
MIR138-1
MIR3177
HOXA-AS3
MIR1225
MIR4648
GSEC
MIR4254
MIR4287
MIR4485
MIR4467
MIR1270
MIR4258
MIR4513
MIR5047
MIR1227
MIR4318
MIR3917
MIR4765
MIR1324
MIR4523
MIR5699
MIR1204
MIR3143
MIR1228
MIR4449
MIR3074
MIR5695
C17ORF107
MIR762
MIR4718
MIR711
MIR4734
MIR654
MIR5193
MIR4657
MIR3171
MIR4256
MIR3064
MIR7-1
MIR3661
NR2F1-AS1
KIRREL3-AS3
MIR3646
MIR3148
MIR4757
MIR3616
MIR4453
MIR433
MIR3649
MIR758
MIR3183
MIR5692B
MIR4726
MIR3691
DLEU2
MIR3652
MIR3619
MIR1276
MIR124-3
MIR1282
MIR1469
MIR3921
MIR4675
MIR548AV
MIR1197
MIR5586
FOXO3B
PRAMEF15
ID2B
PRAMEF18
PRAMEF13
PRAMEF33
GGNBP1
POTEKP
IGKC
FENDRR
ANP32C
FAM9C
HSP90AB3P
MS4A13
MIR4518
MIR3159
MIR548AO
MIR3666
MIR4419A
MIR548G
MIR4512
MIR3664
MIR5196
MIR4508
MAP2K4P1
MIR3613
MIR3675
CIRBP-AS1
MIR5584
MIR5090
HOXB-AS3
MIR5705
MIR769
MIR1233-1
MIR4767
MIR3975
MIR4646
MIR3928
MIR3683
MIR1265
KANSL1-AS1
MIR4645
MIR4444-1
ZNF503-AS2
MIR3677
MIR5687
MIR4534
MIR488
MIR1203
MIR4729
MIR4647
MIR3681
MIR3126
MIR451B
MIR4298
MIR3591
MIR5582
MIR4756
MIR4307
MIR4297
LINC01551
MIR548AD
MIR550B2
MIR4728
MIR4514
MIRLET7A2
MIR586
MIR497HG
MIR4521
MIR3676
MIR5684
MIR4655
MIR4498
MIR583
MIR4530
MIR4782
MIR636
MIR647
HLA-DRB3
MIR4435-2
CTAGE9
ARL14EPL
IGLC2
IGLC3
IGLC6
IGHV3-23
IGLC7
IGHV3-9
IGHV3-13
IGHV1-2
IGHV1-46
IGHV1-69
IGHV4-39
IGHV4-34
IGHV4-59
IGHV3-53
IGHV3-7
IGHV3-48
IGHV3-33
IGHV3-30
IGHV2-5
IGLC1
IGHV2-70
IGLV2-14
IGKV2D-30
IGKV1-39
IGLV2-8
IGKV3-20
IGKV3D-20
IGKV1-17
IGKV2D-28
IGLV6-57
IGKV3-15
IGKV1-12
IGLV3-27
IGKV1D-12
IGLV2-23
IGLV3-21
IGLV1-44
IGKV2D-40
IGKV3-11
IGKV2-30
IGKV1-16
IGKV1D-16
IGLV3-25
IGKV4-1
IGLV7-43
IGLV2-11
IGLV1-47
IGKV1-5
IGLV1-40
IGKV5-2
IGLV3-19
IGKV1-33
IGKV2-29
IGLV3-1
IGLV1-51
MYADML
XAGE2
IGHV7-81
IGHD
IGLV@
IGHV
PLPPR4
GGTA1P
HSP90AB2P
HSP90AB4P
MIR658
MIR630
MIR892A
MIR518D
MIR665
MIR628
MIR651
MIR645
MIR484
MIR331
MIR638
MIR376C
MIR553
MIR877
MIR492
MIR566
MIR624
MT1JP
HLA-DRB4
UBE2L5
ARVD3
HSP90B3P
PERCC1
AKAP17BP
MBL1P
AKR1B1P4
ANKRD33B
SNHG3
GNRHR2
H2BC20P
HSP90AA4P
HSP90B2P
HSP90AA5P
PANO1
MIR1-2
MIR619
MIR604
MIR621
MIR632
MIR564
MIR128-1
MIR660
MIR887
MIR493
MIR490
MIR517C
MIR662
MIR220B
MIR598
MIR648
MIR147A
MIR412
MIR605
MIR611
OR4F3
OR2B2
OR2B6
OR2A5
MIR4435-2HG
MIR205HG
MIR128-2
C1ORF74
C9ORF131
MANSC4
STMND1
SPANXN3
FAM25HP
SPANXN2
CFAP92
IRF1-AS1
CDY1
IGHG3
ASB3
TEX44
CXORF49B
GLOD5
OR2V1
STPG3
C11ORF42
C9ORF153
LUZP6
CLBA1
C15ORF62
C2ORF15
TMEM253
FAM24A
SPDYE4
TMEM105
MIR500A
MIR298
MIR622
MIR668
MIR581
MIR557
MIR518B
MIR892B
MIR325
MIR379
MIR623
MIR219A2
MIR578
MIR518F
MIR614
MIR610
MIR627
MT-TV
MT-TC
AGAP9
H2AC18
OR2T5
OR10K1
CBSL
HOTTIP
OR52E2
OR5K4
OR8B3
OR9A2
OR7C2
DDX3Y
FAM182B
NPIPA2
TMEM225
DEFB115
MTRNR2L7
CDY2A
PPP4R1L
PRAMEF26
KRTAP10-10
SMCO3
GOLGA8O
GOLGA8T
GOLGA8H
GOLGA8Q
GOLGA6C
H2BC19P
PRR27
PROSER2
C15ORF54
C7ORF69
CALHM5
C4ORF48
FAM200A
C12ORF74
FAM71F2
FAM71B
CTAGE4
IQCF6
C1ORF158
MT1IP
C19ORF18
NUTM2G
HMHB1
CT62
C11ORF86
SMIM21
LSMEM2
ZNF474
FAM216B
C1ORF53
DEFB125
C4ORF51
C10ORF113
NUTM2D
C11ORF16
C10ORF105
C9ORF57
C4ORF36
C5ORF58
ZNF56
PRSS2
LRRC42
C21ORF62
MIR640
MIR187
MIR629
MIR1281
MIR551A
MIR626
TPT1-AS1
MIR602
SCXA
MIR558
ZEB2-AS1
MIR631
SNORA29
MIR639
MIR378D2
MIR644A
MIR3960
MIR2861
MIRN565
MIR596
MIR99B
MIR3201
MIR642B
MIR4434
MIR4429
MIR551B
MIR4299
LINC00461
MIR563
MIR548AH
MIR652
MIR933
MIR4781
KCNJ2-AS1
ATP6V1G2-DDX39B
GMCL2
OR11H1
RPS4Y1
C17ORF100
PDPK2P
H3P16
FNDC10
OR5F1
OR10G4
FAM183A
OR5H14
SSX7
OR1N2
OR10G9
OR5M1
OR5M8
OR9G4
OR4C15
OR8H3
OR6N2
OR51A2
OR5D18
OR6B1
OR7D2
OR51A4
OR5AK2
OR8H1
OR10G7
OR5D13
OR9A4
OR5D14
OR5L2
OR8I2
OR10AD1
OR9K2
OR51L1
OR6K6
OR4D1
OR8D4
OR10Q1
OR1L3
OR13C3
OR13C9
OR5H15
OR4A15
OR10H1
OR1L8
MIR124-1HG
OR2C1
STX16-NPEPL1
C16ORF86
CSRP2P1
SUMO1P1
EIF3FP2
SPANXN4
PRR20D
POM121L1P
PRR20C
FAM25BP
LINC01587
FAM183BP
CCER2
CTAGE8
FAM243A
USP17L4
PRR23C
PRR23B
CT47A1
CT47A6
DCANP1
CDRT15P3
SHISAL2B
DEFB106B
DEFB106A
IGFL4
MUC22
DEFB104B
SMIM29
PBOV1
SH2D7
SPANXN5
TEX38
LDLRAD2
FAM215A
C11ORF91
C15ORF32
PRR26
C19ORF81
SLC66A1L
DEFB110
TMEM229A
SLFNL1
SMIM13
RNASE12
LKAAEAR1
EMILIN3
C20ORF197
CLLU1-AS1
C11ORF94
CCDC166
SSX2B
TMEM239
C17ORF50
TMEM155
C2ORF50
C1ORF94
C22ORF31
C7ORF31
C1ORF105
CXORF65
FNDC8
RBM12B-AS1
MIR1914
MIR555
MIR5187
MIR99A
MIR4692
ZNF436-AS1
LINC01185
MIR1296
SCARNA11
KLF3-AS1
MIR4500HG
MIR517A
MIR4457
MIR1200
SNORD2
SNAR-F
MIR1249
SNORA4
MIR4520-2
LINC00602
MIR4743
MIR548W
MIMT1
MIR4436B1
DNAJC9-AS1
MIR1248
SNORA63
SNORA81
MIR4420
MIR1254-1
SNORD54
TMX2-CTNND1
LINC00466
MIR1260B
PCNA-AS1
MIR3146
GBAP1
MIR4700
MIR4640
MIR19B2
MEIS1-AS3
MIR3122
MIR4713
IGF2-AS
MIR1299
MIR4739
MIR3188
FABP5P3
MIR4632
HNRNPUL2-BSCL2
MIR4321
MIR4798
MIR3973
MIR1185-2
MIR4732
MIR4656
MIR4639
MIR4317
MIR4723
MIR4280
MIR4522
MIR302E
MIR5003
NSFP1
MIR923
MIR3688-1
MIR3678
MIR4638
MIR125B2
MIR5685
MIR4322
ZRANB2-AS1
MIR329-1
MIR99AHG
KIAA0408
MIR3124
MIR329-2
MIR3669
MIR4536-1
ATP8B5P
MIR4450
MIR3685
MIR92A2
NECTIN3-AS1
MIR3176
CASC15
MIR1291
SNORA28
MIR1257
MIR3622B
MIR4257
MIR218-1
MIR554
RBM26-AS1
MIR3672
MIR4642
PPT2-EGFL8
MIR4653
MIR3929
MIR9-2
MIR4658
MIR449C
MIR3670-1
MIR5696
MIR1255A
MIR24-1
SNORD96A
SNORD95
RPL32P3
SMCR5
FIGNL2
MIR4288
MIR30C2
ASB16-AS1
FOXD2-AS1
MIR3197
MIR4788
MIR4641
C10ORF68
MIR718
KIAA0754
MIR4310
MCM3AP-AS1
FRMD6-AS1
MIR4285
MIR670
ANXA2P1
MIR2682
MIR4678
SNORA31
MIR3610
MIR4752
MIR891A
MIR9-3
LBX1-AS1
MIR5004
MIR1236
MIR3175
MIR3117
AQP4-AS1
MIR3614
MIR4533
MIR1470
MIR4746
MIR323B
MIR4705
MIR1179
LINC00265
DICER1-AS1
MIR3609
MIR5700
ENTPD3-AS1
PPP4R3C
NLGN4Y
CCDC142
LINC00261
CD8B2
OR12D3
OR4C11
OR5K1
OR6C4
OR52N5
OR8G5
OR5A1
OR1C1
OR10K2
OR2B3
OR4A16
OR1L1
OR5B3
OR1K1
OR52I1
OR2T11
OR52E8
OR2J3
OR10P1
OR13F1
OR2S2
OR2G3
OR2J2
OR2T8
OR51F2
OR10J1
OR2AP1
OR11H4
OR8H2
OR11H6
OR5B17
OR2G2
OR5M9
OR5R1
OR13C5
OR6M1
OR2T10
OR5T2
OR56A3
OR5D16
OR11H2
OR52E6
OR51S1
OR4F5
OR4C5
OR2T6
OR4F4
OR4C13
OR10H4
OR51T1
OR5AN1
OR4F17
OR2M7
OR13C4
OR2T29
OR2L2
OR51J1
OR51H1
OR2M5
MIR199A2
ACTG1P4
ENUR1
CCDC144NL
OR2A25
TSPY1
AMELY
FCGR2C
SAGE2P
CT45A9
CT45A8
CT45A7
SEPTIN2
MUC19
NPIPA3
SPANXN1
C2ORF78
OR4F29
DEFB112
RFPL3S
SMR3A
NPIPB8
C4ORF54
C14ORF177
CT47A12
CT47A7
CT47A3
CT47A4
CT47A9
CT47A8
CT47A2
CT47A10
CT47A11
DEFB105B
DEFB105A
C11ORF98
NPIPB7
SPATA8
MTRNR2L11
PATE3
SPATA31D1
FAM228A
EOLA2
PRR23A
WFDC11
ERVK-10
C22ORF42
DEFB107A
DNAH10OS
S100A7L2
C9ORF92
DEFB134
NPIPB15
SPATA31A1
DEFB107B
IZUMO3
DEFB132
LY6L
DEFB133
IGFL3
LRCOL1
C3ORF56
C16ORF97
OR4F16
DEFB135
LINC02881
SLC35G4
CT47B1
LRRC72
SPATA31E1
KRTAP19-2
SPATA31A5
OR6J1
ERVK-24
FAM231C
FAM231BP
SHISAL2A
CLDN34
LINC02868
C7ORF77
PRR25
C3ORF84
PRR23D1
DEFB128
OR10D3
KRTAP20-2
C5ORF66
NPIPB9
KRTAP6-3
KRTAP19-8
NBPF8
LCE6A
MTRNR2L12
KRTAP20-4
KRTAP22-2
KRTAP20-3
OBSCN-AS1
TMEM233
KRTAP6-2
KRTAP25-1
C5ORF49
KRTAP22-1
DEFB131A
OR14K1
KRTAP4-16
PRR20E
MT-RNR2
GOLGA6L4
C2ORF48
LINC02875
LINC01565
GDF5-AS1
CCDC175
GABARAPL3
C19ORF71
SPEM2
TMEM133
RAB6D
NSUN5P2
NSUN5P1
DAZ3
DAZ2
DAZ4
UTY
OR4C45
GLYCAM1
ZFY
TGIF2LY
LINC01600
RPP38-DT
C12ORF40
C10ORF95
HIGD1AP1
TPI1P2
HAS2-AS1
MIR4453HG
MIR4294
SCARNA12
MIR4281
SNX19P2
HNRNPA3P1
SNORD72
MIR4686
MIR4670
MIR3650
MIR3713
MIR1251
RMST
RPS17L
MIR4274
SNORA7B
PI4KAP2
SNHG29
ERVK13-1
TMEM161B-AS1
MIR4261
MIR3656
HM13-AS1
ZFX-AS1
MIR1208
MIR3189
SKP1P2
ZNF503-AS1
MIR4683
MIR2355
AGAP7P
MIR4770
MIR3165
SLC6A10P
MIR3925
TMEM51-AS1
SAP30L-AS1
MIR1185-1
JPX
SNORD117
TAPT1-AS1
MRPL23-AS1
MIR4680
LINC02877
MIR5091
MIR3663
MIR3972
MIR2116
MIR3186
MIR2276
SNORD94
MIR4681
MIR4733
MIR1587
MIR124-2
MIR4433A
ARRDC1-AS1
MIR3185
MIR1258
DPY19L2P1
MIR1226
SNORD83A
MIR4255
MIR4275
LINC01512
MBNL1-AS1
SNORA52
MIR3943
RAB4B-EGLN2
MIR4666A
MIR4768
SNORD105
SNORD105B
KCNQ1DN
MIR4260
ARHGAP19-SLIT1
MIR3184
INO80B-WBP1
C9ORF163
TSPY2
MIR4484
SENP3-EIF4A1
MIR1269B
MIR3154
LINC01547
LINC00115
AGAP8
SNORA55
MIR548X
MIR4323
MIR4667
MIR3674
MIR3976
HAND2-AS1
LINC00526
MIR2392
CRNDE
MIR4417
MIR499B
MIR3611
EMX2OS
FAM21B
MIR4272
RNU86
MIR4473
LIN28B-AS1
MIR1343
LINC00167
LINC00467
MIR3945
MIR138-2
SNORA68
C7ORF65
MIR4691
SCAND2P
UBE2F-SCLY
MIR4487
MIR4669
MIR4761
MIR3660
MTRNR2L2
ARHGEF26-AS1
GLIS3-AS1
MIR4745
MIR1252
MIR3919
MIR4489
MIR29B2
PRECSIT
MIR3169
ULK4P2
ULK4P1
MIR3942
MIR548V
MIR548O
MIR3131
MIR3936HG
RBM5-AS1
MIR2115
RB1-DT
SPACA6
WWC2-AS2
MIR4759
ULK4P3
MIR5589
HCG25
MIR4330
MCF2L-AS1
URB1-AS1
MAGI2-AS3
LINC01138
FGD5-AS1
MIR3923
MIR3909
LINC00558
MIR5096
BIN3-IT1
ZEB1-AS1
CA5BP1
MIR4316
PSMA3-AS1
SSX6P
MIR1178
MIR4730
PAXBP1-AS1
MIR3134
MIR4791
MIR5006
UGDH-AS1
MIR3658
KMT2E-AS1
SNORD97
MIR3907
MIR4291
NRADDP
FCGR1CP
LOH12CR2
SNORD62B
