Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cell Surface Interactions at the Vascular Wall	67/233	0.7599077531406107	0.9999966098781564	0	0	0.9111922310203239	0.25017532660810426	IGHV3-23;IGHV1-2;IGHV4-34;IGHV1-46;IGLV;IGHV4-39;IGHV;IGLV4-60;IGLV2-8;IGKV1-16;IGKV2-29;IGKV1-17;IGKV2-28;IGLV4-3;IGKV1-12;IGLC3;IGLC1;IGLC2;IGHV3-7;IGHV3-9;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGKV1D-33;IGKV2D-28;IGLV1-36;IGKV4-1;IGHV7-81;IGLV3-19;IGKV2-30;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGHV3-48;IGLV3-1;IGHV1-69;IGLV2-11;IGLV3-25;IGLV3-27;IGLV1-40;IGKC;IGLV1-47;IGLV6-57;IGLV3-21;IGLV2-14;IGKV1-39;IGLV1-44;IGKV3-15;IGKV1-33;IGHA1;IGKV3-11;IGHA2;IGHV3-53;IGLC7;IGKV2D-40;IGKV5-2;IGKV1-5;IGLC6;IGHV3-13;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;IGKV3-20
Regulation of RUNX1 Expression and Activity	7/27	0.7675334469933234	0.9999966098781564	0	0	0.7907555483028721	0.20921274269584517	MIR675;MIR20A;MIR27A;MIR18A;MIR106A;MIR302B;MIR215
Regulation of BACH1 Activity	4/16	0.7721672553433303	0.9999966098781564	0	0	0.7531669656934703	0.19473440728386118	MIR196A1;MIR98;MIRLET7B;MIRLET7C
Parasitic Infection Pathways	69/245	0.8228556282928683	0.9999966098781564	0	0	0.8847197868896682	0.17249781132920533	IGHV3-23;IGHV1-2;IGHV4-34;IGHV1-46;IGLV;IGHV4-39;IGHV;IGLV4-60;IGLV2-8;IGHG3;IGHG4;IGHG1;IGHG2;IGKV1-16;IGKV2-29;IGKV1-17;IGKV2-28;IGLV4-3;IGKV1-12;IGLC3;IGLC1;IGLC2;IGHV3-7;IGHV3-9;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGKV1D-33;IGKV2D-28;IGLV1-36;IGKV4-1;IGHV7-81;IGLV3-19;IGKV2-30;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGHV3-48;IGLV3-1;IGHV1-69;IGLV2-11;IGLV3-25;IGLV3-27;IGLV1-40;IGKC;IGLV1-47;IGLV6-57;IGLV3-21;IGLV2-14;IGKV1-39;IGLV1-44;IGKV3-15;IGKV1-33;IGKV3-11;IGHV3-53;IGLC7;IGKV2D-40;IGKV5-2;IGKV1-5;IGLC6;IGHV3-13;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;IGKV3-20
Leishmania Infection	69/245	0.8228556282928683	0.9999966098781564	0	0	0.8847197868896682	0.17249781132920533	IGHV3-23;IGHV1-2;IGHV4-34;IGHV1-46;IGLV;IGHV4-39;IGHV;IGLV4-60;IGLV2-8;IGHG3;IGHG4;IGHG1;IGHG2;IGKV1-16;IGKV2-29;IGKV1-17;IGKV2-28;IGLV4-3;IGKV1-12;IGLC3;IGLC1;IGLC2;IGHV3-7;IGHV3-9;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGKV1D-33;IGKV2D-28;IGLV1-36;IGKV4-1;IGHV7-81;IGLV3-19;IGKV2-30;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGHV3-48;IGLV3-1;IGHV1-69;IGLV2-11;IGLV3-25;IGLV3-27;IGLV1-40;IGKC;IGLV1-47;IGLV6-57;IGLV3-21;IGLV2-14;IGKV1-39;IGLV1-44;IGKV3-15;IGKV1-33;IGKV3-11;IGHV3-53;IGLC7;IGKV2D-40;IGKV5-2;IGKV1-5;IGLC6;IGHV3-13;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;IGKV3-20
Threonine Catabolism	1/5	0.8399131594239692	0.9999966098781564	0	0	0.5649250081512879	0.09855499454583302	TDH
Sensory Perception	184/640	0.8682796059396541	0.9999966098781564	0	0	0.9091999870285695	0.1284167604529833	OR8I2;OR9K2;OR1C1;OR11H2;OR5K4;OR11H1;OR11H4;OR2M7;OR5K1;OR2M5;OR52N1;OR6M1;OR1K1;OR2M2;OR52N5;OR4Q2;OR2T10;OR51L1;OR2T11;OR1F12;OR5H15;OR1S2;OR5D18;OR5H14;OR1S1;OR10W1;OR11H6;OR11H7;OR5B3;OR5D16;OR5B2;OR5D14;OR5D13;OR8H3;OR8H2;OR8H1;OR4A4P;OR52E2;OR2L5;OR52E1;OR2L2;OR2T8;OR2T7;OR10AD1;OR5R1;OR2T6;OR2T5;OR52M1;OR2T3;OR13C9;OR10V1;OR9A4;OR4K13;OR51T1;OR9A2;OR52E8;OR4C11;OR52E6;OR6C4;OR52E5;OR13C3;OR8G5;OR13C2;OR4C15;OR5A1;OR5AK2;OR13C5;OR13C4;OR4C13;OR9I1;OR6K6;OR2C1;OR6K2;OR52D1;OR51J1;OR6S1;OR5M10;OR2S2;OR2I1P;OR51S1;OR10D3;OR2B6;OR6B1;OR7D2;OR2A25;OR2B3;OR4F5;OR10K2;OR2B2;OR4F4;OR10K1;OR4F3;OR8B12;OR51I2;OR5B21;OR14K1;OR6J1;OR2J3;OR2J2;OR2J1;OR52K2;OR2AJ1;OR9G9;OR2Z1;OR51A4;OR51A2;OR7C2;OR9G4;OR2A5;OR10J1;OR4E2;OR4E1;OR51H1;OR8U9;OR8U8;OR10AG1;OR6Q1;OR8D4;OR5B12;OR8D1;OR5B17;OR4D1;OR6C70;OR5F1;OR52I1;OR6C74;OR4L1;OR10Q1;OR1N2;OR1N1;OR2AP1;OR10A2;OR52Z1;OR4C5;OR56A3;OR14A2;OR4A15;OR10A5;OR4A16;OR51F2;OR2G6;OR5M9;OR10H1;OR5M8;OR2G3;OR2G2;OR4K3;OR10H4;OR5M1;OR10P1;OR2T34;OR2W5;OR2AG2;OR8B4;OR4C45;OR13F1;OR6C68;OR8B3;OR5AN1;OR12D3;OR8B2;OR5AU1;OR8J3;OR1D4;OR2F2;OR1L8;OR10G4;OR2T29;OR5L2;OR6N2;OR1L4;OR6N1;OR1L3;OR1L1;OR5T3;OR5T2;OR4F17;OR6V1;OR4F15;OR2V1;OR4A8;OR10G8;OR10G7;OR10G9
rRNA Processing in the Mitochondrion	9/38	0.8683114976908464	0.9999966098781564	0	0	0.7009355263602283	0.09897543305006931	MT-TT;MT-RNR2;MT-TD;MT-RNR1;MT-TR;MT-TG;MT-TV;MT-TM;MT-TL2
Acrosome Reaction and Sperm Oocyte Membrane Binding	1/6	0.8890316634552426	0.9999966098781564	0	0	0.4519074013694164	0.05315444540401451	IZUMO3
Generation of Second Messenger Molecules	9/41	0.9203755241669703	0.9999966098781564	0	0	0.6350850881488737	0.052695241312263066	TRAV19;TRBV7-9;HLA-DRB4;TRAC;TRBC1;TRAV8-4;HLA-DRB3;TRBV12-3;TRAV29DV5
PTK6 Promotes HIF1A Stabilization	1/7	0.9230809588425001	0.9999966098781564	0	0	0.37656233018150204	0.03013942215878545	LINC01139
Digestion of Dietary Lipid	1/7	0.9230809588425001	0.9999966098781564	0	0	0.37656233018150204	0.03013942215878545	PNLIPRP2
Formyl Peptide Receptors Bind Formyl Peptides and Many Other Ligands	1/9	0.9630444458336775	0.9999966098781564	0	0	0.2823809911966091	0.010633258051190057	MT-RNR2
Alpha-defensins	1/10	0.9743851012847712	0.9999966098781564	0	0	0.2509872115349781	0.006512784900170043	PRSS2
Purine Ribonucleoside Monophosphate Biosynthesis	1/11	0.9822458084569556	0.9999966098781564	0	0	0.2258721878056733	0.004046203864104145	ADSSL1
Regulation of CDH11 mRNA Translation by microRNAs	1/11	0.9822458084569556	0.9999966098781564	0	0	0.2258721878056733	0.004046203864104145	MIR200C
Aspartate and Asparagine Metabolism	1/12	0.9876942834373212	0.9999966098781564	0	0	0.2053235320271512	0.0025423280541466003	FOLH1B
Regulation of Signaling by NODAL	1/12	0.9876942834373212	0.9999966098781564	0	0	0.2053235320271512	0.0025423280541466003	TDGF1P3
Endosomal Vacuolar Pathway	1/12	0.9876942834373212	0.9999966098781564	0	0	0.2053235320271512	0.0025423280541466003	HLA-H
Aflatoxin Activation and Detoxification	2/19	0.9911011347583042	0.9999966098781564	0	0	0.2656410354782709	0.0023744846264371617	AKR7L;GGT3P
Defective GALNT12 Causes CRCS1	2/19	0.9911011347583042	0.9999966098781564	0	0	0.2656410354782709	0.0023744846264371617	MUC19;MUC3B
Defective GALNT3 Causes HFTC	2/19	0.9911011347583042	0.9999966098781564	0	0	0.2656410354782709	0.0023744846264371617	MUC19;MUC3B
FASTK Family Proteins Regulate Processing and Stability of Mitochondrial RNAs	2/19	0.9911011347583042	0.9999966098781564	0	0	0.2656410354782709	0.0023744846264371617	MT-RNR2;MT-RNR1
Microtubule-dependent Trafficking of Connexons From Golgi to the Plasma Membrane	2/19	0.9911011347583042	0.9999966098781564	0	0	0.2656410354782709	0.0023744846264371617	TUBB8B;TUBA4B
Glutathione Synthesis and Recycling	1/13	0.9914706836670023	0.9999966098781564	0	0	0.1881996522117161	0.0016120992347959668	GGT3P
Hormone Ligand-Binding Receptors	1/13	0.9914706836670023	0.9999966098781564	0	0	0.1881996522117161	0.0016120992347959668	GNRHR2
Defective C1GALT1C1 Causes TNPS	2/20	0.9935422558760331	0.9999966098781564	0	0	0.2508650832472779	0.0016252759919713566	MUC19;MUC3B
Transport of Connexons to the Plasma Membrane	2/20	0.9935422558760331	0.9999966098781564	0	0	0.2508650832472779	0.0016252759919713566	TUBB8B;TUBA4B
Nucleotide Biosynthesis	1/14	0.9940880862332662	0.9999966098781564	0	0	0.17371021544480952	0.0010300074806729408	ADSSL1
TGFBR3 Expression	3/28	0.9969476479130791	0.9999966098781564	0	0	0.2708414872798434	8.279678474378006E-4	MIR23B;MIR27B;MIRLET7A1
NR1H3 & NR1H2 Regulate Gene Expression Linked to Cholesterol Transport and Efflux	6/44	0.997524984986681	0.9999966098781564	0	0	0.35620990802998687	8.827176912000983E-4	MIR33B;MIR33A;MIR26A1;MIR26B;MIR26A2;MIR613
Nitric Oxide Stimulates Guanylate Cyclase	2/23	0.9975597408421357	0.9999966098781564	0	0	0.2149806278291522	5.252495793392763E-4	GUCY1A3;GUCY1B2
DAP12 Interactions	6/45	0.9980853057896858	0.9999966098781564	0	0	0.3470512192979153	6.651339277086117E-4	SIGLEC16;KIR3DS1;KIR2DS1;KIR2DS2;KIR2DS4;KIR2DS5
Pre-NOTCH Transcription and Translation	12/73	0.9982722532190605	0.9999966098781564	0	0	0.4434984457956161	7.66915721101455E-4	MIR449B;MIR34C;MIR181C;MIR449A;MIR34B;MIR150;MIR200B;MIR200C;MIR449C;MIR206;H2AC18;MIR302A
Zygotic Genome Activation (ZGA)	1/18	0.9986345737840006	0.9999966098781564	0	0	0.13279886457354378	1.8145095830189193E-4	DUXB
Formation of Definitive Endoderm	1/18	0.9986345737840006	0.9999966098781564	0	0	0.13279886457354378	1.8145095830189193E-4	GATA6-AS1
Mitochondrial RNA Degradation	2/25	0.9987341871424311	0.9999966098781564	0	0	0.19625830326317356	2.4858364707628993E-4	MT-RNR2;MT-RNR1
Regulation of MITF-M-dependent Genes Involved in Apoptosis	1/19	0.9990530374285892	0.9999966098781564	0	0	0.12541209288845415	1.1881682439360947E-4	MIR211
HDMs Demethylate Histones	2/26	0.9990899376157699	0.9999966098781564	0	0	0.1880672862655579	1.7123089015394773E-4	KDM5D;UTY
Termination of O-glycan Biosynthesis	2/26	0.9990899376157699	0.9999966098781564	0	0	0.1880672862655579	1.7123089015394773E-4	MUC19;MUC3B
Antimicrobial Peptides	16/95	0.999325508088629	0.9999966098781564	0	0	0.4563002558952092	3.0787467292211536E-4	DEFB105A;DEFB128;DEFB116;DEFB115;DEFB125;DEFB136;DEFB135;DEFB112;DEFB134;DEFB133;DEFB110;DEFB107A;DEFB132;DEFB106A;DEFB109B;PRSS2
Activation of AMPK Downstream of NMDARs	2/28	0.999530772255084	0.9999966098781564	0	0	0.17357548696208405	8.146554876285043E-5	TUBB8B;TUBA4B
Digestion	1/21	0.9995439625959317	0.9999966098781564	0	0	0.11285458102380176	5.147764892635657E-5	PNLIPRP2
Post-chaperonin Tubulin Folding Pathway	1/22	0.9996831965508949	0.9999966098781564	0	0	0.10747279022466502	3.4053144989873075E-5	TUBA4B
Cellular Hexose Transport	1/22	0.9996831965508949	0.9999966098781564	0	0	0.10747279022466502	3.4053144989873075E-5	MIR32
Dectin-2 Family	2/30	0.9997584278632654	0.9999966098781564	0	0	0.16115394470196362	3.893500576049656E-5	MUC19;MUC3B
Signaling by NODAL	1/23	0.9997796669033044	0.9999966098781564	0	0	0.10258025313454071	2.260431516378398E-5	TDGF1P3
NR1H2 and NR1H3-mediated Signaling	6/54	0.9998246081433666	0.9999966098781564	0	0	0.2817955620819057	4.942898167175501E-5	MIR33B;MIR33A;MIR26A1;MIR26B;MIR26A2;MIR613
RHO GTPases Activate IQGAPs	2/31	0.9998265915657234	0.9999966098781564	0	0	0.15558566713708205	2.6982206472830522E-5	TUBB8B;TUBA4B
Sealing of the Nuclear Envelope (NE) by ESCRT-III	2/31	0.9998265915657234	0.9999966098781564	0	0	0.15558566713708205	2.6982206472830522E-5	TUBB8B;TUBA4B
Cytosolic tRNA Aminoacylation	1/24	0.9998465024928825	0.9999966098781564	0	0	0.09811315405225329	1.5061280526534211E-5	SARS1
NOTCH2 Activation and Transmission of Signal to the Nucleus	1/25	0.9998928023217857	0.9999966098781564	0	0	0.09401831322682318	1.0079085124456567E-5	NOTCH2NLB
Formation of Tubulin Folding Intermediates by CCT TriC	1/25	0.9998928023217857	0.9999966098781564	0	0	0.09401831322682318	1.0079085124456567E-5	TUBA4B
Digestion and Absorption	1/26	0.9999248718998014	0.9999966098781564	0	0	0.09025105966742746	6.780645365416579E-6	PNLIPRP2
Fertilization	1/26	0.9999248718998014	0.9999966098781564	0	0	0.09025105966742746	6.780645365416579E-6	IZUMO3
MicroRNA (miRNA) Biogenesis	1/26	0.9999248718998014	0.9999966098781564	0	0	0.09025105966742746	6.780645365416579E-6	MIR23B
Pre-NOTCH Expression and Processing	12/89	0.9999512502479178	0.9999966098781564	0	0	0.3509356885153064	1.710844483154328E-5	MIR449B;MIR34C;MIR181C;MIR449A;MIR34B;MIR150;MIR200B;MIR200C;MIR449C;MIR206;H2AC18;MIR302A
Oncogene Induced Senescence	2/35	0.9999529687924053	0.9999966098781564	0	0	0.13668727055324154	6.4287185733331595E-6	MIR24-1;MIR24-2
Gap Junction Assembly	2/37	0.9999746587387608	0.9999966098781564	0	0	0.12885793482565047	3.265463964824228E-6	TUBB8B;TUBA4B
Costimulation by the CD28 Family	9/78	0.9999787875035667	0.9999966098781564	0	0	0.2937444108504024	6.231118356480546E-6	TRAV19;TRBV7-9;HLA-DRB4;TRAC;TRBC1;TRAV8-4;HLA-DRB3;TRBV12-3;TRAV29DV5
Paracetamol ADME	1/30	0.9999804633032519	0.9999966098781564	0	0	0.07778015133287611	1.5195820734707025E-6	GGT3P
Regulation of CDH11 Expression and Function	1/30	0.9999804633032519	0.9999966098781564	0	0	0.07778015133287611	1.5195820734707025E-6	MIR200C
Interconversion of Nucleotide Di- and Triphosphates	1/30	0.9999804633032519	0.9999966098781564	0	0	0.07778015133287611	1.5195820734707025E-6	NME2P1
Carboxyterminal Post-Translational Modifications of Tubulin	3/45	0.9999820579733325	0.9999966098781564	0	0	0.16101714658466126	2.8889998552795977E-6	TUBB8B;TTLL13P;TUBA4B
Antigen Presentation Folding, Assembly and Peptide Loading of Class I MHC	1/31	0.9999855538297345	0.9999966098781564	0	0	0.07518204542984458	1.086100474200888E-6	HLA-H
RNA Polymerase I Promoter Opening	1/31	0.9999855538297345	0.9999966098781564	0	0	0.07518204542984458	1.086100474200888E-6	H2AC18
Metalloprotease DUBs	1/31	0.9999855538297345	0.9999966098781564	0	0	0.07518204542984458	1.086100474200888E-6	H2AC18
Packaging Of Telomere Ends	1/32	0.9999890701512169	0.9999966098781564	0	0	0.07275155926249251	7.951678870175511E-7	H2AC18
Cooperation of Prefoldin and TriC CCT in Actin and Tubulin Folding	1/32	0.9999890701512169	0.9999966098781564	0	0	0.07275155926249251	7.951678870175511E-7	TUBA4B
Regulation of MECP2 Expression and Activity	1/32	0.9999890701512169	0.9999966098781564	0	0	0.07275155926249251	7.951678870175511E-7	MIR132
Signal Transduction	47/2613	0.9999900673689089	0.9999966098781564	0	0	0.0339943366350425	3.376548818845996E-7	MIR20B;MIR20A;CCDC187;PLPPR1;MIR34C;CCL3L1;PLPPR2;MIR34B;PLPPR3;PLPPR4;MIR26B;TAS2R45;MIR106A;MIR206;MIR449C;PTENP1;MIR106B;MIR302A;MIRLET7A1;H2AC18;MIR93;STBD1;MIR150;MIR92B;MIR19B1;MIR19B2;MIR33B;MIR181C;MIR33A;GNRHR2;MIR23B;MIR26A1;MIR25;MIR26A2;MIR27B;TUBB8B;MIR200B;MIR21;MIR200C;MIR19A;MIR613;TUBA4B;NOTCH2NLB;MIR449B;MIR449A;MT-RNR2;LINC01139
Metabolism	13/2181	0.9999904001562017	0.9999966098781564	0	0	0.011456850316624695	1.0998450137837232E-7	ACBD6;RPS4Y2;FOLH1B;AKR7L;RPS4Y1;GBA3;SARS1;ADSSL1;TDH;MPC1L;GPAT3;NME2P1;GGT3P
Immune System	115/2150	0.9999904266895585	0.9999966098781564	0	0	0.11105079709730872	1.0631288442268929E-6	IGHV3-23;TRAC;IGLV;DEFB109B;IGHG3;IGLV2-8;IGHG4;IGHG1;IGHG2;IGKV1-16;IGKV1-17;TRBC1;IGKV1-12;IGHV3-7;PRSS2;IGHV3-9;HLA-H;IGHV3-30;IGHV3-33;DEFB116;DEFB115;IGKV1D-39;DEFB112;IGKV1D-33;DEFB110;TUBA4B;MUC3B;IGKV2D-28;IGLV1-36;IGKV4-1;IGHV7-81;IGKV2D-30;CCL3L1;IGHV4-59;IGHV1-69;KIR2DL2;TRAV29DV5;IGLV2-11;IGLV1-40;IGLV1-47;IGLV6-57;IGLV2-14;IGLV1-44;IGKV3-15;IGKV3-11;SIGLEC16;TRAV19;HLA-DRB4;KIR2DS1;IGKV2D-40;KIR2DS2;MUC19;KIR2DS4;IGHV3-13;TUBB8B;KIR2DS5;VTRNA2-1;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;HLA-DRB3;IGKV3-20;DEFB105A;KIR3DS1;IGHV4-34;IGHV1-2;IGHV4-39;IGHV1-46;IGHV;IGLV4-60;IGKV2-29;IGKV2-28;STBD1;IGLV4-3;IGLC3;IGLC1;IGLC2;IGKV3D-20;DEFB106A;IGHD;IGHE;IGLV3-19;IGKV2-30;IGHV2-70;IGHV2-5;DEFB128;DEFB125;IGHV3-48;IGLV3-1;DEFB107A;TRBV12-3;LILRA3;FBXL21P;IGLV3-25;TRBV7-9;IGLV3-27;IGKC;IGKV1-39;IGLV3-21;IGKV1-33;IGHV3-53;IGLC7;IGKV5-2;GLYCAM1;IGKV1-5;IGLC6;DEFB136;DEFB135;DEFB134;DEFB133;DEFB132;TRAV8-4;ASB3
Disease	80/2131	0.999990443124737	0.9999966098781564	0	0	0.07610394075758498	7.273193443024762E-7	IGHV3-23;IGHV4-34;IGHV1-2;IGLV;IGHV4-39;IGHV1-46;IGHV;IGLV4-60;H2AC18;IGHG3;IGLV2-8;IGHG4;IGHG1;IGHG2;IGKV1-16;IGKV2-29;IGKV1-17;IGKV2-28;IGLV4-3;IGKV1-12;IGLC3;IGLC1;IGLC2;IGHV3-7;IGHV3-9;HLA-H;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;MIR21;IGKV1D-33;TUBA4B;MUC3B;IGKV2D-28;IGLV1-36;IGHD;IGKV4-1;IGHV7-81;IGLV3-19;IGKV2-30;IGHV2-70;RPS4Y2;IGHV2-5;IGKV2D-30;IGHV4-59;IGHV3-48;IGLV3-1;IGHV1-69;RPS4Y1;IGLV2-11;IGLV3-25;IGLV1-40;IGLV3-27;IGKC;IGLV1-47;IGLV6-57;IGKV1-39;IGLV2-14;IGLV3-21;IGLV1-44;IGKV3-15;IGKV1-33;IGKV3-11;IGHV3-53;IGLC7;IGKV2D-40;IGKV5-2;IGKV1-5;MUC19;IGLC6;IGHV3-13;TUBB8B;SSPOP;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;IGKV3-20
Metabolism of Proteins	29/2067	0.9999904998087281	0.9999966098781564	0	0	0.027562056273097425	2.6184605023657376E-7	RPS4Y2;EEF1A1P5;USP17L21;MT-TV;USP17L20;RPS4Y1;USP17L22;FBXL21P;H2AC18;USP17L4;USP17L8;TTLL13P;USP17L15;NAT8B;USP17L17;USP17L19;MUC19;TUBB8B;SSPOP;USP17L12;TUBA4B;USP17L3;MUC3B;USP17L13;PRSS41;SARS1;MT-RNR2;MT-RNR1;ASB3
Gene Expression (Transcription)	27/1615	0.9999909601187034	0.9999966098781564	0	0	0.034174840280492697	3.0893789585017983E-7	RNU4-1;RNU2-1;MIR20A;RNU1-1;MIR18A;MIR106A;MIR302B;H2AC18;MIR137;MIR675;RNU11;RNU12;ZNF767P;MIR132;ZNF705G;MIR23B;ZNF658B;MIR26A1;MIR26A2;MIR27A;MIR215;MIR24-1;MIR24-2;ZNF839;RNU5A-1;C19ORF84;ZNF702P
SARS-CoV-1 Modulates Host Translation Machinery	2/41	0.9999911443782797	0.9999966098781564	0	0	0.11560828974818865	1.0237878148817436E-6	RPS4Y2;RPS4Y1
Transcriptional Regulation by VENTX	2/41	0.9999911443782797	0.9999966098781564	0	0	0.11560828974818865	1.0237878148817436E-6	MIR24-1;MIR24-2
Post-translational Protein Modification	21/1457	0.9999911525150497	0.9999966098781564	0	0	0.0297286787800591	2.630252016574232E-7	USP17L15;USP17L17;USP17L19;MUC19;TUBB8B;SSPOP;USP17L21;USP17L20;USP17L12;TUBA4B;USP17L3;USP17L22;MUC3B;FBXL21P;H2AC18;USP17L13;PRSS41;USP17L4;USP17L8;TTLL13P;ASB3
Developmental Biology	20/1385	0.999991247122187	0.9999966098781564	0	0	0.029950970261681628	2.621583304025787E-7	KRTAP25-1;KRTAP22-1;RPS4Y2;KRTAP10-10;KRTAP6-3;TUBB8B;KRTAP19-2;HFE2;RPS4Y1;TUBA4B;GATA6-AS1;KRTAP19-8;H2AC18;MIR211;LCE6A;KRTAP6-2;KRTAP5-3;DUXB;TDGF1P3;KRTAP20-2
RNA Polymerase II Transcription	25/1360	0.9999912810777094	0.9999966098781564	0	0	0.038403305197472065	3.348368934293446E-7	RNU4-1;RNU2-1;MIR20A;RNU1-1;MIR18A;MIR106A;MIR302B;H2AC18;MIR137;MIR675;RNU11;RNU12;ZNF767P;MIR132;ZNF705G;ZNF658B;MIR26A1;MIR26A2;MIR27A;MIR215;MIR24-1;MIR24-2;ZNF839;RNU5A-1;ZNF702P
Infectious Disease	76/1311	0.9999913496007946	0.9999966098781564	0	0	0.1282770703467188	1.1096526668731944E-6	IGHV3-23;IGHV1-2;IGHV4-34;IGHV1-46;IGLV;IGHV4-39;IGHV;IGLV4-60;H2AC18;IGHG3;IGLV2-8;IGHG4;IGHG1;IGHG2;IGKV1-16;IGKV2-29;IGKV1-17;IGKV2-28;IGLV4-3;IGLC3;IGKV1-12;IGLC1;IGLC2;IGHV3-7;IGHV3-9;HLA-H;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGKV1D-33;TUBA4B;IGKV2D-28;IGLV1-36;IGHD;IGKV4-1;IGHV7-81;IGLV3-19;IGKV2-30;IGHV2-70;RPS4Y2;IGHV2-5;IGKV2D-30;IGHV4-59;IGHV3-48;IGLV3-1;IGHV1-69;RPS4Y1;IGLV2-11;IGLV3-25;IGLV3-27;IGLV1-40;IGKC;IGLV6-57;IGLV1-47;IGLV2-14;IGKV1-39;IGLV3-21;IGLV1-44;IGKV3-15;IGKV1-33;IGKV3-11;IGHV3-53;IGLC7;IGKV2D-40;IGKV5-2;IGKV1-5;IGLC6;IGHV3-13;TUBB8B;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;IGKV3-20
Generic Transcription Pathway	19/1230	0.9999914681489486	0.9999966098781564	0	0	0.03246159172054294	2.7695864693864207E-7	MIR20A;ZNF705G;ZNF658B;MIR26A1;MIR26A2;MIR27A;MIR18A;MIR106A;MIR302B;H2AC18;MIR215;MIR24-1;MIR137;MIR24-2;MIR675;ZNF839;ZNF767P;MIR132;ZNF702P
Activation of Matrix Metalloproteinases	1/33	0.999991496145184	0.9999966098781564	0	0	0.07047297848059994	5.992945256097559E-7	PRSS2
DNA Methylation	1/33	0.999991496145184	0.9999966098781564	0	0	0.07047297848059994	5.992945256097559E-7	H2AC18
Regulation of Expression and Function of Type II Classical Cadherins	1/33	0.999991496145184	0.9999966098781564	0	0	0.07047297848059994	5.992945256097559E-7	MIR200C
Regulation of Homotypic Cell-Cell Adhesion	1/33	0.999991496145184	0.9999966098781564	0	0	0.07047297848059994	5.992945256097559E-7	MIR200C
Innate Immune System	97/1149	0.9999915946178796	0.9999966098781564	0	0	0.19566525440272445	1.6446481429048561E-6	IGHV3-23;IGLV;DEFB109B;IGHG3;IGLV2-8;IGHG4;IGHG1;IGHG2;IGKV1-16;IGKV1-17;IGKV1-12;IGHV3-7;PRSS2;IGHV3-9;HLA-H;IGHV3-30;IGHV3-33;DEFB116;DEFB115;IGKV1D-39;DEFB112;IGKV1D-33;DEFB110;MUC3B;IGKV2D-28;IGLV1-36;IGKV4-1;IGHV7-81;IGKV2D-30;IGHV4-59;IGHV1-69;IGLV2-11;IGLV1-40;IGLV6-57;IGLV1-47;IGLV2-14;IGLV1-44;IGKV3-15;IGKV3-11;SIGLEC16;KIR2DS1;KIR2DS2;IGKV2D-40;MUC19;KIR2DS4;IGHV3-13;KIR2DS5;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;IGKV3-20;DEFB105A;KIR3DS1;IGHV1-2;IGHV4-34;IGHV1-46;IGHV4-39;IGHV;IGLV4-60;IGKV2-29;IGKV2-28;STBD1;IGLV4-3;IGLC3;IGLC1;IGLC2;IGKV3D-20;DEFB106A;IGHE;IGLV3-19;IGKV2-30;IGHV2-70;IGHV2-5;DEFB128;DEFB125;IGHV3-48;IGLV3-1;DEFB107A;LILRA3;IGLV3-25;IGLV3-27;IGKC;IGKV1-39;IGLV3-21;IGKV1-33;IGHV3-53;IGLC7;IGKV5-2;IGKV1-5;IGLC6;DEFB136;DEFB135;DEFB134;DEFB133;DEFB132
