Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reproduction	2/127	0.9999952889939262	0.9999966098781564	0	0	0.03584542638186858	1.688684191732738E-7	IZUMO3;H2AC18
MHC Class II Antigen Presentation	4/126	0.9999953004918628	0.9999966098781564	0	0	0.07349374717573418	3.453852744564694E-7	HLA-DRB4;TUBB8B;HLA-DRB3;TUBA4B
Resolution of Sister Chromatid Cohesion	2/126	0.999995300491863	0.9999966098781564	0	0	0.0361371322775256	1.698271462374719E-7	TUBB8B;TUBA4B
Cap-dependent Translation Initiation	2/124	0.9999953237067649	0.9999966098781564	0	0	0.03673489026042934	1.717835204717735E-7	RPS4Y2;RPS4Y1
Eukaryotic Translation Initiation	2/124	0.9999953237067649	0.9999966098781564	0	0	0.03673489026042934	1.717835204717735E-7	RPS4Y2;RPS4Y1
Selenoamino Acid Metabolism	3/122	0.9999953472564702	0.9999966098781564	0	0	0.05651301616537026	2.6294118201160043E-7	SARS1;RPS4Y2;RPS4Y1
Estrogen-dependent Gene Expression	4/121	0.9999953591146151	0.9999966098781564	0	0	0.07666238688910358	3.5578217645619594E-7	MIR26A1;MIR26B;MIR26A2;H2AC18
Nonsense Mediated Decay (NMD) Enhanced by the Exon Junction Complex (EJC)	2/120	0.9999953711414734	0.9999966098781564	0	0	0.037991195173650745	1.7585627472210808E-7	RPS4Y2;RPS4Y1
Nonsense-Mediated Decay (NMD)	2/120	0.9999953711414734	0.9999966098781564	0	0	0.037991195173650745	1.7585627472210808E-7	RPS4Y2;RPS4Y1
Gastrulation	1/120	0.9999953711414734	0.9999966098781564	0	0	0.018831530003589305	8.716868997176619E-8	GATA6-AS1
L1CAM Interactions	2/120	0.9999953711414734	0.9999966098781564	0	0	0.037991195173650745	1.7585627472210808E-7	TUBB8B;TUBA4B
KEAP1-NFE2L2 Pathway	4/119	0.9999953831808543	0.9999966098781564	0	0	0.07800699226312467	3.601450067380234E-7	MIR196A1;MIR98;MIRLET7B;MIRLET7C
Cell Junction Organization	1/119	0.9999953831808569	0.9999966098781564	0	0	0.01899250081512879	8.768514375200082E-8	MIR200C
Chromosome Maintenance	1/119	0.9999953831808569	0.9999966098781564	0	0	0.01899250081512879	8.768514375200082E-8	H2AC18
SRP-dependent Cotranslational Protein Targeting to Membrane	2/119	0.9999953831808569	0.9999966098781564	0	0	0.03831869346299478	1.7691088590161357E-7	RPS4Y2;RPS4Y1
DNA Replication Pre-Initiation	1/118	0.9999953953344893	0.9999966098781564	0	0	0.019156223264472368	8.820820366532103E-8	H2AC18
GTP Hydrolysis and Joining of the 60S Ribosomal Subunit	2/117	0.999995407577409	0.9999966098781564	0	0	0.038990776908952994	1.7906253588256902E-7	RPS4Y2;RPS4Y1
EML4 and NUDC in Mitotic Spindle Formation	2/116	0.999995419920186	0.9999966098781564	0	0	0.03933566183516839	1.801608833161364E-7	TUBB8B;TUBA4B
L13a-mediated Translational Silencing of Ceruloplasmin Expression	2/116	0.999995419920186	0.9999966098781564	0	0	0.03933566183516839	1.801608833161364E-7	RPS4Y2;RPS4Y1
O-linked Glycosylation	3/114	0.9999954447757797	0.9999966098781564	0	0	0.06062128664868391	2.761441821558662E-7	MUC19;SSPOP;MUC3B
TCR Signaling	9/113	0.9999954565388237	0.9999966098781564	0	0	0.1943936939651925	8.832222078903606E-7	TRAV19;HLA-DRB4;TRBV7-9;TRAC;TRBC1;TRAV8-4;HLA-DRB3;TRBV12-3;TRAV29DV5
Interleukin-4 and Interleukin-13 Signaling	3/112	0.9999954701170118	0.9999966098781564	0	0	0.06174258065674429	2.7968729923780247E-7	IGHG4;IGHG1;IGHE
SARS-CoV-1-host Interactions	2/112	0.9999954701170134	0.9999966098781564	0	0	0.04077790789025095	1.847195695606708E-7	RPS4Y2;RPS4Y1
Mitotic Prophase	1/111	0.9999954828365897	0.9999966098781564	0	0	0.020385630020452322	9.208543000738304E-8	H2AC18
Phase II - Conjugation of Compounds	1/111	0.9999954828365897	0.9999966098781564	0	0	0.020385630020452322	9.208543000738304E-8	GGT3P
Regulation of Endogenous Retroelements	2/111	0.9999954828365897	0.9999966098781564	0	0	0.0411550089230019	1.8590432033889266E-7	C19ORF84;H2AC18
Maternal to Zygotic Transition (MZT)	2/109	0.9999955087195574	0.9999966098781564	0	0	0.04193035684080758	1.8832141453086485E-7	DUXB;H2AC18
Drug ADME	1/109	0.9999955087195577	0.9999966098781564	0	0	0.020766160683017548	9.326686078191822E-8	GGT3P
HATs Acetylate Histones	1/108	0.9999955218142051	0.9999966098781564	0	0	0.020961760556298736	9.387086854409828E-8	H2AC18
Sphingolipid Metabolism	1/107	0.9999955350068301	0.9999966098781564	0	0	0.02116105099322674	9.448415908756748E-8	GBA3
Stimuli-sensing Channels	1/107	0.9999955350068301	0.9999966098781564	0	0	0.02116105099322674	9.448415908756748E-8	CLCA3P
Response of EIF2AK4 (GCN2) to Amino Acid Deficiency	2/106	0.9999955483421336	0.9999966098781564	0	0	0.043149293230819404	1.9208631819409583E-7	RPS4Y2;RPS4Y1
Formation of a Pool of Free 40S Subunits	2/106	0.9999955483421336	0.9999966098781564	0	0	0.043149293230819404	1.9208631819409583E-7	RPS4Y2;RPS4Y1
Epigenetic Regulation of Adipogenesis Genes by MLL3 and MLL4 Complexes	1/103	0.999995588819002	0.9999966098781564	0	0	0.021997289297199154	9.703423857396605E-8	H2AC18
Epigenetic Regulation of Gene Expression by MLL3 and MLL4 Complexes	1/103	0.999995588819002	0.9999966098781564	0	0	0.021997289297199154	9.703423857396605E-8	H2AC18
MLL4 and MLL3 Complexes Regulate Expression of PPARG Targets in Adipogenesis and Hepatic Steatosis	1/103	0.999995588819002	0.9999966098781564	0	0	0.021997289297199154	9.703423857396605E-8	H2AC18
Viral mRNA Translation	2/102	0.9999956025274133	0.9999966098781564	0	0	0.044888309147236266	1.9739554296100254E-7	RPS4Y2;RPS4Y1
COPI-dependent Golgi-to-ER Retrograde Traffic	3/101	0.9999956163977807	0.9999966098781564	0	0	0.06872778465593674	3.012759296845681E-7	KIF28P;TUBB8B;TUBA4B
COPI-mediated Anterograde Transport	2/101	0.9999956163978568	0.9999966098781564	0	0	0.04534502039801241	1.9877496427410193E-7	TUBB8B;TUBA4B
Assembly of the Pre-Replicative Complex	1/101	0.9999956163978604	0.9999966098781564	0	0	0.022440495598304532	9.83704201272454E-8	H2AC18
Cellular Response to Heat Stress	1/101	0.9999956163978604	0.9999966098781564	0	0	0.022440495598304532	9.83704201272454E-8	HSPA7
Nonsense Mediated Decay (NMD) Independent of the Exon Junction Complex (EJC)	2/100	0.9999956303124585	0.9999966098781564	0	0	0.045811052286559496	2.0018042180157978E-7	RPS4Y2;RPS4Y1
Molecules Associated With Elastic Fibres	1/37	0.9999956345270685	0.9999966098781564	0	0	0.0626245335651922	2.7338630285596435E-7	EMILIN3
Assembly of the ORC Complex at the Origin of Replication	1/37	0.9999956345270685	0.9999966098781564	0	0	0.0626245335651922	2.7338630285596435E-7	H2AC18
Glutathione Conjugation	1/37	0.9999956345270685	0.9999966098781564	0	0	0.0626245335651922	2.7338630285596435E-7	GGT3P
Eukaryotic Translation Elongation	3/99	0.9999956443833184	0.9999966098781564	0	0	0.07016980593607305	3.0563344288787244E-7	RPS4Y2;EEF1A1P5;RPS4Y1
Interferon Gamma Signaling	3/99	0.9999956443833184	0.9999966098781564	0	0	0.07016980593607305	3.0563344288787244E-7	HLA-H;HLA-DRB4;HLA-DRB3
Selenocysteine Synthesis	3/98	0.9999956586327418	0.9999966098781564	0	0	0.070913585333196	3.078625858028908E-7	SARS1;RPS4Y2;RPS4Y1
Eukaryotic Translation Termination	2/98	0.9999956586329585	0.9999966098781564	0	0	0.04677224305668786	2.0305591523504733E-7	RPS4Y2;RPS4Y1
Metabolism of Nucleotides	2/98	0.9999956586329585	0.9999966098781564	0	0	0.04677224305668786	2.0305591523504733E-7	ADSSL1;NME2P1
Mitochondrial Translation	3/97	0.9999956729320434	0.9999966098781564	0	0	0.07167318982387476	3.1013543402401757E-7	MT-RNR2;MT-RNR1;MT-TV
Anchoring of the Basal Body to the Plasma Membrane	1/97	0.9999956729323645	0.9999966098781564	0	0	0.023382308988153463	1.0117705136683581E-7	SEPTIN2
Protein Folding	1/97	0.9999956729323645	0.9999966098781564	0	0	0.023382308988153463	1.0117705136683581E-7	TUBA4B
Mitochondrial Biogenesis	1/97	0.9999956729323645	0.9999966098781564	0	0	0.023382308988153463	1.0117705136683581E-7	ATP5B
Antigen processing-Cross Presentation	1/96	0.9999956873343054	0.9999966098781564	0	0	0.023630154617061076	1.0190917692444331E-7	HLA-H
Oxidative Stress Induced Senescence	3/94	0.9999957166259381	0.9999966098781564	0	0	0.07405217092105545	3.171938274800182E-7	MIR24-1;MIR24-2;H2AC18
Peptide Chain Elongation	2/94	0.9999957166268081	0.9999966098781564	0	0	0.048819997306091774	2.0911471554880977E-7	RPS4Y2;RPS4Y1
Recruitment of NuMA to Mitotic Centrosomes	2/94	0.9999957166268081	0.9999966098781564	0	0	0.048819997306091774	2.0911471554880977E-7	TUBB8B;TUBA4B
RAC3 GTPase Cycle	1/94	0.99999571662685	0.9999966098781564	0	0	0.024141835915450986	1.0340871321993294E-7	STBD1
MITF-M-dependent Gene Expression	1/94	0.99999571662685	0.9999966098781564	0	0	0.024141835915450986	1.0340871321993294E-7	MIR211
Activation of NMDA Receptors and Postsynaptic Events	2/93	0.9999957314643515	0.9999966098781564	0	0	0.04936006436087962	2.1069564401789768E-7	TUBB8B;TUBA4B
Post-translational Modification Synthesis of GPI-anchored Proteins	1/93	0.9999957314644115	0.9999966098781564	0	0	0.024406019194510995	1.041781838508432E-7	PRSS41
Signaling by ALK Fusions and Activated Point Mutants	1/93	0.9999957314644115	0.9999966098781564	0	0	0.024406019194510995	1.041781838508432E-7	MIR21
Signaling by ALK in Cancer	1/93	0.9999957314644115	0.9999966098781564	0	0	0.024406019194510995	1.041781838508432E-7	MIR21
Cell-cell Junction Organization	1/92	0.9999957464412074	0.9999966098781564	0	0	0.024676008699484407	1.0496107699999194E-7	MIR200C
Telomere Maintenance	1/92	0.9999957464412074	0.9999966098781564	0	0	0.024676008699484407	1.0496107699999194E-7	H2AC18
Mitochondrial Translation Elongation	3/91	0.9999957615204405	0.9999966098781564	0	0	0.07659335527486212	3.246400587203504E-7	MT-RNR2;MT-RNR1;MT-TV
Mitochondrial Translation Initiation	3/91	0.9999957615204405	0.9999966098781564	0	0	0.07659335527486212	3.246400587203504E-7	MT-RNR2;MT-RNR1;MT-TV
Mitochondrial Translation Termination	3/91	0.9999957615204405	0.9999966098781564	0	0	0.07659335527486212	3.246400587203504E-7	MT-RNR2;MT-RNR1;MT-TV
Activation of HOX Genes During Differentiation	1/91	0.9999957615230233	0.9999966098781564	0	0	0.02495199797123501	1.057586930524355E-7	H2AC18
Activation of Anterior HOX Genes in Hindbrain Development During Early Embryogenesis	1/91	0.9999957615230233	0.9999966098781564	0	0	0.02495199797123501	1.057586930524355E-7	H2AC18
Chaperonin-mediated Protein Folding	1/91	0.9999957615230233	0.9999966098781564	0	0	0.02495199797123501	1.057586930524355E-7	TUBA4B
Selective Autophagy	2/89	0.9999957921466266	0.9999966098781564	0	0	0.051644485925959244	2.173128815320469E-7	TUBB8B;TUBA4B
Meiosis	1/89	0.9999957921468774	0.9999966098781564	0	0	0.025522793965082845	1.0739639423789874E-7	H2AC18
Protein-protein Interactions at Synapses	1/88	0.9999958076857417	0.9999966098781564	0	0	0.025818033272245522	1.0823753589154033E-7	NLGN4Y
RAC2 GTPase Cycle	1/88	0.9999958076857417	0.9999966098781564	0	0	0.025818033272245522	1.0823753589154033E-7	STBD1
Platelet Homeostasis	2/87	0.9999958233224967	0.9999966098781564	0	0	0.05286732335197245	2.2081022123063173E-7	GUCY1A3;GUCY1B2
TP53 Regulates Metabolic Genes	2/86	0.999995839166151	0.9999966098781564	0	0	0.05350057844758644	2.2260748086359482E-7	MIR26A1;MIR26A2
RUNX1 Regulates Transcription of Genes Involved in Differentiation of HSCs	1/85	0.9999958551203804	0.9999966098781564	0	0	0.026745928237613924	1.1085888260892302E-7	H2AC18
RNA Polymerase II Transcribes snRNA Genes	6/81	0.9999958581034648	0.9999966098781564	0	0	0.17999673682493067	7.455294045550276E-7	RNU4-1;RNU11;RNU2-1;RNU12;RNU1-1;RNU5A-1
Regulation of HSF1-mediated Heat Shock Response	1/83	0.9999958876065834	0.9999966098781564	0	0	0.02740224418872816	1.126890403121715E-7	HSPA7
Negative Epigenetic Regulation of rRNA Expression	1/82	0.9999959040147248	0.9999966098781564	0	0	0.027742556163379988	1.1363333426135279E-7	H2AC18
UCH Proteinases	1/82	0.9999959040147248	0.9999966098781564	0	0	0.027742556163379988	1.1363333426135279E-7	H2AC18
RNA Polymerase I Transcription	1/81	0.999995920694362	0.9999966098781564	0	0	0.02809137593739811	1.1459354197038852E-7	H2AC18
Senescence-Associated Secretory Phenotype (SASP)	1/81	0.999995920694362	0.9999966098781564	0	0	0.02809137593739811	1.1459354197038852E-7	H2AC18
PKR-mediated Signaling	3/80	0.9999959373371718	0.9999966098781564	0	0	0.08760515414135767	3.5591092625820697E-7	TUBB8B;VTRNA2-1;TUBA4B
Amyloid Fiber Formation	2/80	0.9999959374460543	0.9999966098781564	0	0	0.05764109253429325	2.341705235748199E-7	NAT8B;H2AC18
Post NMDA Receptor Activation Events	2/80	0.9999959374460543	0.9999966098781564	0	0	0.05764109253429325	2.341705235748199E-7	TUBB8B;TUBA4B
MAPK6 MAPK4 Signaling	2/80	0.9999959374460543	0.9999966098781564	0	0	0.05764109253429325	2.341705235748199E-7	MIR34C;MIR34B
ER-Phagosome Pathway	1/80	0.9999959374522496	0.9999966098781564	0	0	0.02844902659177112	1.155757637484395E-7	HLA-H
RNA Polymerase I Promoter Clearance	1/79	0.9999959544609569	0.9999966098781564	0	0	0.02881584777574344	1.1657587304296346E-7	H2AC18
Diseases of Programmed Cell Death	1/78	0.999995971554083	0.9999966098781564	0	0	0.029192196782676077	1.1759942280785958E-7	H2AC18
Interferon Alpha Beta Signaling	1/78	0.999995971554083	0.9999966098781564	0	0	0.029192196782676077	1.1759942280785958E-7	HLA-H
Defective B3GALTL Causes PpS	1/38	0.999995995748209	0.9999966098781564	0	0	0.06092757250240133	2.4396982977475647E-7	SSPOP
Mitochondrial Fatty Acid Beta-Oxidation	1/38	0.999995995748209	0.9999966098781564	0	0	0.06092757250240133	2.4396982977475647E-7	ACBD6
NoRC Negatively Regulates rRNA Expression	1/76	0.9999960064887514	0.9999966098781564	0	0	0.029975002717095967	1.1970574955019482E-7	H2AC18
Regulation of Endogenous Retroelements by KRAB-ZFP Proteins	1/76	0.9999960064887514	0.9999966098781564	0	0	0.029975002717095967	1.1970574955019482E-7	H2AC18
Nuclear Envelope (NE) Reassembly	2/75	0.9999960241164898	0.9999966098781564	0	0	0.06161144850784773	2.449604291292049E-7	TUBB8B;TUBA4B
Positive Epigenetic Regulation of rRNA Expression	1/75	0.9999960241530625	0.9999966098781564	0	0	0.030382273372165775	1.2079550867200148E-7	H2AC18
Transcriptional Regulation by Small RNAs	1/75	0.9999960241530625	0.9999966098781564	0	0	0.030382273372165775	1.2079550867200148E-7	H2AC18
RHOC GTPase Cycle	1/74	0.9999960420659263	0.9999966098781564	0	0	0.030800702127374482	1.2190738969487382E-7	CCDC187
RHOG GTPase Cycle	1/74	0.9999960420659263	0.9999966098781564	0	0	0.030800702127374482	1.2190738969487382E-7	STBD1
Diseases Associated With O-glycosylation of Proteins	3/71	0.9999960946333638	0.9999966098781564	0	0	0.09926470588235294	3.876658274934519E-7	MUC19;SSPOP;MUC3B
Recycling Pathway of L1	2/48	0.999996096677885	0.9999966098781564	0	0	0.09796609929178571	3.8239398818722137E-7	TUBB8B;TUBA4B
Gap Junction Trafficking	2/48	0.999996096677885	0.9999966098781564	0	0	0.09796609929178571	3.8239398818722137E-7	TUBB8B;TUBA4B
Translocation of SLC2A4 (GLUT4) to the Plasma Membrane	2/71	0.9999960969806386	0.9999966098781564	0	0	0.06520203130132309	2.5448528720074755E-7	TUBB8B;TUBA4B
Base Excision Repair	1/71	0.9999960971314663	0.9999966098781564	0	0	0.032127719036750664	1.253905083792448E-7	H2AC18
