Cancer Programme+Tumour syndromes	Familial_rhabdomyosarcoma
Cancer Programme+Tumour syndromes	Familial_Tumours_Syndromes_of_the_central_&_peripheral_Nervous_system
Cancer Programme+Tumour syndromes	GI_tract_tumours
Cancer Programme+Tumour syndromes	Haematological_malignancies_for_rare_disease
Cancer Programme+Tumour syndromes	Inherited_ovarian_cancer_(without_breast_cancer)
Cancer Programme+Tumour syndromes	Inherited_pancreatic_cancer
Cancer Programme+Tumour syndromes	Inherited_phaeochromocytoma_and_paraganglioma
Cancer Programme+Tumour syndromes	Inherited_phaeochromocytoma_and_paraganglioma_excluding_NF1
Cancer Programme+Tumour syndromes	Inherited_predisposition_to_acute_myeloid_leukaemia_(AML)
Cancer Programme+Tumour syndromes	Inherited_renal_cancer
Cancer Programme+Tumour syndromes	Multiple_endocrine_tumours
Cancer Programme+Tumour syndromes	Neurofibromatosis_Type_1
